"text","likes","comments","shares"
"🔴 “There is no change at all.... Things are very stable.”Israeli Economy Minister Nir Barkat says Israel's trade with Arab countries remains ""stable"" despite increasing public outrage across the Middle East. LIVE updates ⤵️","348","191","82"
"Biden hints at an imminent ceasefire in Gaza, so what might a potential deal entail? http://aje.io/t9qr2d","229","209","33"
"A toddler in northern Gaza has died after bread, made from animal feed, poisoned him to death ⤵️","972","281","372"
"The co-chair of a Russian rights group that shared the 2022 Nobel Peace Prize has been jailed for two and half years for ‘discrediting’ the army, after an article criticising the war in Ukraine.","306","82","32"
"Saudi Crown Prince Mohammed bin Salman has sought to position himself as a potential mediator to end war between Ukraine and Russia aje.io/maq3i7","4094","1063","189"
"US President Joe Biden has said Israel has agreed not to engage in military activities during Ramadan in Gaza.","622","355","103"
"Gaza’s beloved karate champion, Nagham Abu Samra, was in line to participate at the Olympics until an Israeli attack left her amputated and eventually took her life aje.io/hxp3kw","1610","251","227"
"46-year-old Dutch mob boss Ridouan Taghi and 16 accomplices guilty of several murders, judges ruled, concluding a years-long trial aje.io/5sdmof","251","21","35"
"Thousands of Palestinians facing hunger and starvation in Gaza crowded onto a beach as Jordan’s military airdropped desperately needed aid ⤵️","12839","1160","3758"
"Pakistani journalist Asad Ali Toor arrested by federal authorities on Monday on charges of orchestrating a malicious campaign against the state and its officials aje.io/oaa21a","609","91","63"
"""Something like 15,000 Palestinians have been stripped of their residency status in East Jerusalem over the past 56 years.""

Zachary Foster, a Palestine historian, tells The Stream about the 'threat of dispossession' faced by Palestinians in East Jerusalem.","411","111","132"
"US president Joe Biden says he hopes a Gaza ceasefire deal can be agreed between Israel and Hamas by Monday, as he took questions from reporters while on a visit to an ice cream shop in New York.","889","639","230"
"US President Joe Biden told reporters that he hopes for a ceasefire in Israel’s war on Gaza by Monday, March 4. But what could a deal look like?","317","249","25"
"🔴 Officials in Gaza say animals have died of starvation at a zoo in the besieged enclave amid an Israeli siege that prevented staff from reaching the compound to feed the animals. LIVE updates: http://aje.io/l621tf","761","202","130"
"Israeli police moved in to break up a protest by ultra-Orthodox Jews who want their exemption from compulsory military service to be extended.","1262","215","438"
"Gaza faces starvation as Israel continues to block aid — in pictures https://aje.io/q7b792","809","271","263"
"The US claims to have conducted fresh strikes against Houthi targets, destroying missiles, unmanned vessels, and a drone ⤵️","399","183","26"
"🔴 Thirty Palestinian workers from Gaza have been arrested by the Israeli military in the occupied West Bank town of Barta’a, south of Jenin, reports the Wafa news agency. LIVE updates: http://aje.io/l621tf","487","185","68"
"The US Supreme Court has cast doubt on a conservative push to crack down on the alleged liberal bias of social media platforms such as Facebook and YouTube aje.io/iy6z1d","225","28","22"
"""We have no hope for the future. The government is giving our share of guarantees to others."" Ahead of India election, tension brews in Kashmir over tribal caste quotas.","195","51","32"
"🔴 Hozier has apologised after one of his fans was asked to remove a scarf saying 'Free Palestine' at his concert at London’s Wembley Stadium. LIVE updates: http://aje.io/l621tf","635","691","32"
"Meet Gaza’s 11-year-old war reporter Sumayya Wushah, who says she was inspired by Shireen Abu Akleh to tell Palestine’s stories.","9335","491","1288"
"Tiange was jailed in China for criticising the government. After his release, he decided to flee. He’s among a record number of Chinese asylum seekers trekking through Latin America to the US. Will he make it? Watch: aje.io/theroute","150","53","18"
"🔴 BREAKING: The Israeli military says around 40 missiles have been launched towards Israel from southern Lebanon. LIVE updates: aje.io/l621tf","921","539","71"
"Centre-right government says health agency set up to improve access for Maori people will be abolished by end of June.","230","71","30"
"As it continues with its offensive, Israel is expected to submit a report to the ICJ regarding its actions in Gaza.","272","151","28"
"Places of worship and religious leaders across Burkina Faso have been targeted in attacks blamed on rebels.","297","85","22"
"Police find deliberate sabotage responsible for 2022 blasts at Nord Stream 1 and 2 gas pipelines but not sufficient grounds to pursue criminal case.","200","49","12"
"Israeli attacks have killed at least 3,523 Palestinians in Gaza in the month after the ICJ ordered Israel to prevent genocide.","332","148","80"
"Top German officials, including Chancellor Scholz, are being sued for allegedly ‘aiding genocide’ in a case that raises awareness and loads pressure.","454","129","42"
"Polish farmers spilled 160 tonnes of Ukrainian produce from train wagons to protest against ‘unfair competition’.","287","79","26"
"Rafah assault ‘inevitable’, says Israeli PM Netanyahu. Any deal with Hamas would only delay it.","283","101","32"
"Maria Pevchikh says Alexey Navalny was due to be freed in exchange for a Russian FSB assassin imprisoned in Germany.","236","75","13"
"As the UN’s top court holds its final day of hearings, more countries assert Israel’s decades-old, illegal occupation of Palestine must end.","504","162","38"
"Maryam, Nawaz Sharif’s eldest daughter and apparent political heir, becomes the first female chief minister of Punjab province.","363","183","15"
"Hezbollah says at least two killed in attack near Baalbek, its stronghold some 100km from the border with Israel.","382","159","37"
"Aaron Bushnell yelled ‘Free Palestine!’ then lit himself on fire near the Israeli embassy in Washington, DC.","1424","477","230"
"With no end in sight to conflict with Russia, conservatives and progressives say ‘no’ to more military aid for Ukraine.","225","144","17"
"Vote by Hungarian parliament ends more than 18 months of delays.","148","45","6"
"The French president said Ukraine’s allies needed to ‘jump-start’ their support for Kyiv as the war enters its third year.","375","162","11"
"Biden’s comments come as negotiations to end Israel’s devastating war on Gaza appear to gather pace.","259","149","19"
"🔴 Canada confirmed that citizens born before May 14, 1948, can list Palestine as their birthplace on their passport after a TikTok user claimed her Palestinian grandmother was told her new passport wouldn't state her country of birth.LIVE updates: http://aje.io/l621tf","499","215","46"
"Canada has unveiled draft legislation that would force tech platforms to quickly remove online content deemed harmful aje.io/tox9ve","251","68","31"
"🔴 DEVELOPING: Israeli forces have shot and killed three Palestinian men during raids on the city of Tubas and the nearby Al-Far’a camp in the occupied West Bank, the Wafa news agency reports. LIVE updates: http://aje.io/l621tf","411","189","33"
"🔴 The US Mission to the UN has circulated a draft resolution to members of the UNSC that expresses support for diplomatic efforts to ""urgently"" reach a ""temporary ceasefire"" agreement, according to a copy seen by Al Jazeera's Rami Ayari. LIVE updates⤵️ ","161","63","20"
